pattern_code,name,name_ja,medium,sub_medium,genre,era,region,description,description_ja,structural_role,coordinate_json,typography_json,color_json,hierarchy_levels,visual_complexity,use_when,use_when_ja,avoid_when
BK-LIT-0152,Modern Literary Cover,モダン文芸表紙,book,literary,literary,2000-2026,us,Pattern BK-LIT-0152,モダン文芸表紙パターン,spine,"{""trim_size_mm"": [182, 257], ""bleed_mm"": 3, ""margin_mm"": {""inner"": 15, ""top"": 18, ""outer"": 20, ""bottom"": 24}, ""type_area_mm"": {""x"": 15, ""y"": 18, ""w"": 93, ""h"": 152}, ""columns"": 1, ""gutter_mm"": 0, ""baseline_grid_pt"": 18.0, ""trim_size_name"": ""\u65b0\u66f8\u5224""}","{""primary_face"": ""Hiragino Mincho"", ""size_pt"": 10, ""leading_pt"": 18.0, ""tracking_em"": 0.02, ""measure_chars"": 40}","{""primary"": ""#000000"", ""bg"": ""#FFFFFF""}",2,2,Use in literary,literaryで使用,Brand conflicts
BK-LIT-0153,Poetry Horizontal Layout,詩集横組み,book,literary,literary,2000-2026,eu,Pattern BK-LIT-0153,詩集横組みパターン,dust_jacket,"{""trim_size_mm"": [105, 173], ""bleed_mm"": 3, ""margin_mm"": {""inner"": 15, ""top"": 18, ""outer"": 20, ""bottom"": 24}, ""type_area_mm"": {""x"": 15, ""y"": 18, ""w"": 93, ""h"": 152}, ""columns"": 1, ""gutter_mm"": 0, ""baseline_grid_pt"": 18.0, ""trim_size_name"": ""\u6587\u5eab\u5224""}","{""primary_face"": ""Hiragino Mincho"", ""size_pt"": 10, ""leading_pt"": 18.0, ""tracking_em"": 0.02, ""measure_chars"": 40}","{""primary"": ""#000000"", ""bg"": ""#FFFFFF""}",2,3,Use in literary,literaryで使用,Brand conflicts
BK-LIT-0154,Classical Serif Body Text,古典的セリフ体本文,book,literary,literary,2000-2026,jp,Pattern BK-LIT-0154,古典的セリフ体本文パターン,endpaper,"{""trim_size_mm"": [105, 148], ""bleed_mm"": 3, ""margin_mm"": {""inner"": 15, ""top"": 18, ""outer"": 20, ""bottom"": 24}, ""type_area_mm"": {""x"": 15, ""y"": 18, ""w"": 93, ""h"": 152}, ""columns"": 1, ""gutter_mm"": 0, ""baseline_grid_pt"": 18.0, ""trim_size_name"": ""\u56db\u516d\u5224""}","{""primary_face"": ""Hiragino Mincho"", ""size_pt"": 10, ""leading_pt"": 18.0, ""tracking_em"": 0.02, ""measure_chars"": 40}","{""primary"": ""#000000"", ""bg"": ""#FFFFFF""}",2,4,Use in literary,literaryで使用,Brand conflicts
BK-LIT-0155,Modern Literary Cover,モダン文芸表紙,book,literary,literary,2000-2026,us,Pattern BK-LIT-0155,モダン文芸表紙パターン,title_page,"{""trim_size_mm"": [105, 173], ""bleed_mm"": 3, ""margin_mm"": {""inner"": 15, ""top"": 18, ""outer"": 20, ""bottom"": 24}, ""type_area_mm"": {""x"": 15, ""y"": 18, ""w"": 93, ""h"": 152}, ""columns"": 1, ""gutter_mm"": 0, ""baseline_grid_pt"": 18.0, ""trim_size_name"": ""\u65b0\u66f8\u5224""}","{""primary_face"": ""Hiragino Mincho"", ""size_pt"": 10, ""leading_pt"": 18.0, ""tracking_em"": 0.02, ""measure_chars"": 40}","{""primary"": ""#000000"", ""bg"": ""#FFFFFF""}",2,5,Use in literary,literaryで使用,Brand conflicts
BK-LIT-0156,Poetry Horizontal Layout,詩集横組み,book,literary,literary,2000-2026,eu,Pattern BK-LIT-0156,詩集横組みパターン,chapter_opener,"{""trim_size_mm"": [105, 173], ""bleed_mm"": 3, ""margin_mm"": {""inner"": 15, ""top"": 18, ""outer"": 20, ""bottom"": 24}, ""type_area_mm"": {""x"": 15, ""y"": 18, ""w"": 93, ""h"": 152}, ""columns"": 1, ""gutter_mm"": 0, ""baseline_grid_pt"": 18.0, ""trim_size_name"": ""\u6587\u5eab\u5224""}","{""primary_face"": ""Hiragino Mincho"", ""size_pt"": 10, ""leading_pt"": 18.0, ""tracking_em"": 0.02, ""measure_chars"": 40}","{""primary"": ""#000000"", ""bg"": ""#FFFFFF""}",2,1,Use in literary,literaryで使用,Brand conflicts
BK-LIT-0157,Classical Serif Body Text,古典的セリフ体本文,book,literary,literary,2000-2026,jp,Pattern BK-LIT-0157,古典的セリフ体本文パターン,body,"{""trim_size_mm"": [128, 188], ""bleed_mm"": 3, ""margin_mm"": {""inner"": 15, ""top"": 18, ""outer"": 20, ""bottom"": 24}, ""type_area_mm"": {""x"": 15, ""y"": 18, ""w"": 93, ""h"": 152}, ""columns"": 1, ""gutter_mm"": 0, ""baseline_grid_pt"": 18.0, ""trim_size_name"": ""\u56db\u516d\u5224""}","{""primary_face"": ""Hiragino Mincho"", ""size_pt"": 10, ""leading_pt"": 18.0, ""tracking_em"": 0.02, ""measure_chars"": 40}","{""primary"": ""#000000"", ""bg"": ""#FFFFFF""}",2,2,Use in literary,literaryで使用,Brand conflicts
BK-LIT-0158,Modern Literary Cover,モダン文芸表紙,book,literary,literary,2000-2026,us,Pattern BK-LIT-0158,モダン文芸表紙パターン,columnette,"{""trim_size_mm"": [182, 257], ""bleed_mm"": 3, ""margin_mm"": {""inner"": 15, ""top"": 18, ""outer"": 20, ""bottom"": 24}, ""type_area_mm"": {""x"": 15, ""y"": 18, ""w"": 93, ""h"": 152}, ""columns"": 1, ""gutter_mm"": 0, ""baseline_grid_pt"": 18.0, ""trim_size_name"": ""\u65b0\u66f8\u5224""}","{""primary_face"": ""Hiragino Mincho"", ""size_pt"": 10, ""leading_pt"": 18.0, ""tracking_em"": 0.02, ""measure_chars"": 40}","{""primary"": ""#000000"", ""bg"": ""#FFFFFF""}",2,3,Use in literary,literaryで使用,Brand conflicts
BK-LIT-0159,Poetry Horizontal Layout,詩集横組み,book,literary,literary,2000-2026,eu,Pattern BK-LIT-0159,詩集横組みパターン,colophon,"{""trim_size_mm"": [105, 173], ""bleed_mm"": 3, ""margin_mm"": {""inner"": 15, ""top"": 18, ""outer"": 20, ""bottom"": 24}, ""type_area_mm"": {""x"": 15, ""y"": 18, ""w"": 93, ""h"": 152}, ""columns"": 1, ""gutter_mm"": 0, ""baseline_grid_pt"": 18.0, ""trim_size_name"": ""\u6587\u5eab\u5224""}","{""primary_face"": ""Hiragino Mincho"", ""size_pt"": 10, ""leading_pt"": 18.0, ""tracking_em"": 0.02, ""measure_chars"": 40}","{""primary"": ""#000000"", ""bg"": ""#FFFFFF""}",2,4,Use in literary,literaryで使用,Brand conflicts
BK-LIT-0160,Classical Serif Body Text,古典的セリフ体本文,book,literary,literary,2000-2026,jp,Pattern BK-LIT-0160,古典的セリフ体本文パターン,index,"{""trim_size_mm"": [210, 297], ""bleed_mm"": 3, ""margin_mm"": {""inner"": 15, ""top"": 18, ""outer"": 20, ""bottom"": 24}, ""type_area_mm"": {""x"": 15, ""y"": 18, ""w"": 93, ""h"": 152}, ""columns"": 1, ""gutter_mm"": 0, ""baseline_grid_pt"": 18.0, ""trim_size_name"": ""\u56db\u516d\u5224""}","{""primary_face"": ""Hiragino Mincho"", ""size_pt"": 10, ""leading_pt"": 18.0, ""tracking_em"": 0.02, ""measure_chars"": 40}","{""primary"": ""#000000"", ""bg"": ""#FFFFFF""}",2,5,Use in literary,literaryで使用,Brand conflicts
BK-LIT-0161,Modern Literary Cover,モダン文芸表紙,book,literary,literary,2000-2026,us,Pattern BK-LIT-0161,モダン文芸表紙パターン,cover,"{""trim_size_mm"": [105, 148], ""bleed_mm"": 3, ""margin_mm"": {""inner"": 15, ""top"": 18, ""outer"": 20, ""bottom"": 24}, ""type_area_mm"": {""x"": 15, ""y"": 18, ""w"": 93, ""h"": 152}, ""columns"": 1, ""gutter_mm"": 0, ""baseline_grid_pt"": 18.0, ""trim_size_name"": ""\u65b0\u66f8\u5224""}","{""primary_face"": ""Hiragino Mincho"", ""size_pt"": 10, ""leading_pt"": 18.0, ""tracking_em"": 0.02, ""measure_chars"": 40}","{""primary"": ""#000000"", ""bg"": ""#FFFFFF""}",2,1,Use in literary,literaryで使用,Brand conflicts
BK-LIT-0162,Poetry Horizontal Layout,詩集横組み,book,literary,literary,2000-2026,eu,Pattern BK-LIT-0162,詩集横組みパターン,spine,"{""trim_size_mm"": [210, 297], ""bleed_mm"": 3, ""margin_mm"": {""inner"": 15, ""top"": 18, ""outer"": 20, ""bottom"": 24}, ""type_area_mm"": {""x"": 15, ""y"": 18, ""w"": 93, ""h"": 152}, ""columns"": 1, ""gutter_mm"": 0, ""baseline_grid_pt"": 18.0, ""trim_size_name"": ""\u6587\u5eab\u5224""}","{""primary_face"": ""Hiragino Mincho"", ""size_pt"": 10, ""leading_pt"": 18.0, ""tracking_em"": 0.02, ""measure_chars"": 40}","{""primary"": ""#000000"", ""bg"": ""#FFFFFF""}",2,2,Use in literary,literaryで使用,Brand conflicts
BK-LIT-0163,Classical Serif Body Text,古典的セリフ体本文,book,literary,literary,2000-2026,jp,Pattern BK-LIT-0163,古典的セリフ体本文パターン,dust_jacket,"{""trim_size_mm"": [105, 148], ""bleed_mm"": 3, ""margin_mm"": {""inner"": 15, ""top"": 18, ""outer"": 20, ""bottom"": 24}, ""type_area_mm"": {""x"": 15, ""y"": 18, ""w"": 93, ""h"": 152}, ""columns"": 1, ""gutter_mm"": 0, ""baseline_grid_pt"": 18.0, ""trim_size_name"": ""\u56db\u516d\u5224""}","{""primary_face"": ""Hiragino Mincho"", ""size_pt"": 10, ""leading_pt"": 18.0, ""tracking_em"": 0.02, ""measure_chars"": 40}","{""primary"": ""#000000"", ""bg"": ""#FFFFFF""}",2,3,Use in literary,literaryで使用,Brand conflicts
BK-LIT-0164,Modern Literary Cover,モダン文芸表紙,book,literary,literary,2000-2026,us,Pattern BK-LIT-0164,モダン文芸表紙パターン,endpaper,"{""trim_size_mm"": [182, 257], ""bleed_mm"": 3, ""margin_mm"": {""inner"": 15, ""top"": 18, ""outer"": 20, ""bottom"": 24}, ""type_area_mm"": {""x"": 15, ""y"": 18, ""w"": 93, ""h"": 152}, ""columns"": 1, ""gutter_mm"": 0, ""baseline_grid_pt"": 18.0, ""trim_size_name"": ""\u65b0\u66f8\u5224""}","{""primary_face"": ""Hiragino Mincho"", ""size_pt"": 10, ""leading_pt"": 18.0, ""tracking_em"": 0.02, ""measure_chars"": 40}","{""primary"": ""#000000"", ""bg"": ""#FFFFFF""}",2,4,Use in literary,literaryで使用,Brand conflicts
BK-LIT-0165,Poetry Horizontal Layout,詩集横組み,book,literary,literary,2000-2026,eu,Pattern BK-LIT-0165,詩集横組みパターン,title_page,"{""trim_size_mm"": [182, 257], ""bleed_mm"": 3, ""margin_mm"": {""inner"": 15, ""top"": 18, ""outer"": 20, ""bottom"": 24}, ""type_area_mm"": {""x"": 15, ""y"": 18, ""w"": 93, ""h"": 152}, ""columns"": 1, ""gutter_mm"": 0, ""baseline_grid_pt"": 18.0, ""trim_size_name"": ""\u6587\u5eab\u5224""}","{""primary_face"": ""Hiragino Mincho"", ""size_pt"": 10, ""leading_pt"": 18.0, ""tracking_em"": 0.02, ""measure_chars"": 40}","{""primary"": ""#000000"", ""bg"": ""#FFFFFF""}",2,5,Use in literary,literaryで使用,Brand conflicts
BK-LIT-0166,Classical Serif Body Text,古典的セリフ体本文,book,literary,literary,2000-2026,jp,Pattern BK-LIT-0166,古典的セリフ体本文パターン,chapter_opener,"{""trim_size_mm"": [105, 148], ""bleed_mm"": 3, ""margin_mm"": {""inner"": 15, ""top"": 18, ""outer"": 20, ""bottom"": 24}, ""type_area_mm"": {""x"": 15, ""y"": 18, ""w"": 93, ""h"": 152}, ""columns"": 1, ""gutter_mm"": 0, ""baseline_grid_pt"": 18.0, ""trim_size_name"": ""\u56db\u516d\u5224""}","{""primary_face"": ""Hiragino Mincho"", ""size_pt"": 10, ""leading_pt"": 18.0, ""tracking_em"": 0.02, ""measure_chars"": 40}","{""primary"": ""#000000"", ""bg"": ""#FFFFFF""}",2,1,Use in literary,literaryで使用,Brand conflicts
BK-LIT-0167,Modern Literary Cover,モダン文芸表紙,book,literary,literary,2000-2026,us,Pattern BK-LIT-0167,モダン文芸表紙パターン,body,"{""trim_size_mm"": [210, 297], ""bleed_mm"": 3, ""margin_mm"": {""inner"": 15, ""top"": 18, ""outer"": 20, ""bottom"": 24}, ""type_area_mm"": {""x"": 15, ""y"": 18, ""w"": 93, ""h"": 152}, ""columns"": 1, ""gutter_mm"": 0, ""baseline_grid_pt"": 18.0, ""trim_size_name"": ""\u65b0\u66f8\u5224""}","{""primary_face"": ""Hiragino Mincho"", ""size_pt"": 10, ""leading_pt"": 18.0, ""tracking_em"": 0.02, ""measure_chars"": 40}","{""primary"": ""#000000"", ""bg"": ""#FFFFFF""}",2,2,Use in literary,literaryで使用,Brand conflicts
BK-LIT-0168,Poetry Horizontal Layout,詩集横組み,book,literary,literary,2000-2026,eu,Pattern BK-LIT-0168,詩集横組みパターン,columnette,"{""trim_size_mm"": [182, 257], ""bleed_mm"": 3, ""margin_mm"": {""inner"": 15, ""top"": 18, ""outer"": 20, ""bottom"": 24}, ""type_area_mm"": {""x"": 15, ""y"": 18, ""w"": 93, ""h"": 152}, ""columns"": 1, ""gutter_mm"": 0, ""baseline_grid_pt"": 18.0, ""trim_size_name"": ""\u6587\u5eab\u5224""}","{""primary_face"": ""Hiragino Mincho"", ""size_pt"": 10, ""leading_pt"": 18.0, ""tracking_em"": 0.02, ""measure_chars"": 40}","{""primary"": ""#000000"", ""bg"": ""#FFFFFF""}",2,3,Use in literary,literaryで使用,Brand conflicts
BK-LIT-0169,Classical Serif Body Text,古典的セリフ体本文,book,literary,literary,2000-2026,jp,Pattern BK-LIT-0169,古典的セリフ体本文パターン,colophon,"{""trim_size_mm"": [105, 173], ""bleed_mm"": 3, ""margin_mm"": {""inner"": 15, ""top"": 18, ""outer"": 20, ""bottom"": 24}, ""type_area_mm"": {""x"": 15, ""y"": 18, ""w"": 93, ""h"": 152}, ""columns"": 1, ""gutter_mm"": 0, ""baseline_grid_pt"": 18.0, ""trim_size_name"": ""\u56db\u516d\u5224""}","{""primary_face"": ""Hiragino Mincho"", ""size_pt"": 10, ""leading_pt"": 18.0, ""tracking_em"": 0.02, ""measure_chars"": 40}","{""primary"": ""#000000"", ""bg"": ""#FFFFFF""}",2,4,Use in literary,literaryで使用,Brand conflicts
BK-LIT-0170,Modern Literary Cover,モダン文芸表紙,book,literary,literary,2000-2026,us,Pattern BK-LIT-0170,モダン文芸表紙パターン,index,"{""trim_size_mm"": [128, 188], ""bleed_mm"": 3, ""margin_mm"": {""inner"": 15, ""top"": 18, ""outer"": 20, ""bottom"": 24}, ""type_area_mm"": {""x"": 15, ""y"": 18, ""w"": 93, ""h"": 152}, ""columns"": 1, ""gutter_mm"": 0, ""baseline_grid_pt"": 18.0, ""trim_size_name"": ""\u65b0\u66f8\u5224""}","{""primary_face"": ""Hiragino Mincho"", ""size_pt"": 10, ""leading_pt"": 18.0, ""tracking_em"": 0.02, ""measure_chars"": 40}","{""primary"": ""#000000"", ""bg"": ""#FFFFFF""}",2,5,Use in literary,literaryで使用,Brand conflicts
BK-LIT-0171,Poetry Horizontal Layout,詩集横組み,book,literary,literary,2000-2026,eu,Pattern BK-LIT-0171,詩集横組みパターン,cover,"{""trim_size_mm"": [105, 173], ""bleed_mm"": 3, ""margin_mm"": {""inner"": 15, ""top"": 18, ""outer"": 20, ""bottom"": 24}, ""type_area_mm"": {""x"": 15, ""y"": 18, ""w"": 93, ""h"": 152}, ""columns"": 1, ""gutter_mm"": 0, ""baseline_grid_pt"": 18.0, ""trim_size_name"": ""\u6587\u5eab\u5224""}","{""primary_face"": ""Hiragino Mincho"", ""size_pt"": 10, ""leading_pt"": 18.0, ""tracking_em"": 0.02, ""measure_chars"": 40}","{""primary"": ""#000000"", ""bg"": ""#FFFFFF""}",2,1,Use in literary,literaryで使用,Brand conflicts
BK-LIT-0172,Classical Serif Body Text,古典的セリフ体本文,book,literary,literary,2000-2026,jp,Pattern BK-LIT-0172,古典的セリフ体本文パターン,spine,"{""trim_size_mm"": [182, 257], ""bleed_mm"": 3, ""margin_mm"": {""inner"": 15, ""top"": 18, ""outer"": 20, ""bottom"": 24}, ""type_area_mm"": {""x"": 15, ""y"": 18, ""w"": 93, ""h"": 152}, ""columns"": 1, ""gutter_mm"": 0, ""baseline_grid_pt"": 18.0, ""trim_size_name"": ""\u56db\u516d\u5224""}","{""primary_face"": ""Hiragino Mincho"", ""size_pt"": 10, ""leading_pt"": 18.0, ""tracking_em"": 0.02, ""measure_chars"": 40}","{""primary"": ""#000000"", ""bg"": ""#FFFFFF""}",2,2,Use in literary,literaryで使用,Brand conflicts
BK-LIT-0173,Modern Literary Cover,モダン文芸表紙,book,literary,literary,2000-2026,us,Pattern BK-LIT-0173,モダン文芸表紙パターン,dust_jacket,"{""trim_size_mm"": [210, 297], ""bleed_mm"": 3, ""margin_mm"": {""inner"": 15, ""top"": 18, ""outer"": 20, ""bottom"": 24}, ""type_area_mm"": {""x"": 15, ""y"": 18, ""w"": 93, ""h"": 152}, ""columns"": 1, ""gutter_mm"": 0, ""baseline_grid_pt"": 18.0, ""trim_size_name"": ""\u65b0\u66f8\u5224""}","{""primary_face"": ""Hiragino Mincho"", ""size_pt"": 10, ""leading_pt"": 18.0, ""tracking_em"": 0.02, ""measure_chars"": 40}","{""primary"": ""#000000"", ""bg"": ""#FFFFFF""}",2,3,Use in literary,literaryで使用,Brand conflicts
BK-LIT-0174,Poetry Horizontal Layout,詩集横組み,book,literary,literary,2000-2026,eu,Pattern BK-LIT-0174,詩集横組みパターン,endpaper,"{""trim_size_mm"": [105, 148], ""bleed_mm"": 3, ""margin_mm"": {""inner"": 15, ""top"": 18, ""outer"": 20, ""bottom"": 24}, ""type_area_mm"": {""x"": 15, ""y"": 18, ""w"": 93, ""h"": 152}, ""columns"": 1, ""gutter_mm"": 0, ""baseline_grid_pt"": 18.0, ""trim_size_name"": ""\u6587\u5eab\u5224""}","{""primary_face"": ""Hiragino Mincho"", ""size_pt"": 10, ""leading_pt"": 18.0, ""tracking_em"": 0.02, ""measure_chars"": 40}","{""primary"": ""#000000"", ""bg"": ""#FFFFFF""}",2,4,Use in literary,literaryで使用,Brand conflicts
BK-LIT-0175,Classical Serif Body Text,古典的セリフ体本文,book,literary,literary,2000-2026,jp,Pattern BK-LIT-0175,古典的セリフ体本文パターン,title_page,"{""trim_size_mm"": [128, 188], ""bleed_mm"": 3, ""margin_mm"": {""inner"": 15, ""top"": 18, ""outer"": 20, ""bottom"": 24}, ""type_area_mm"": {""x"": 15, ""y"": 18, ""w"": 93, ""h"": 152}, ""columns"": 1, ""gutter_mm"": 0, ""baseline_grid_pt"": 18.0, ""trim_size_name"": ""\u56db\u516d\u5224""}","{""primary_face"": ""Hiragino Mincho"", ""size_pt"": 10, ""leading_pt"": 18.0, ""tracking_em"": 0.02, ""measure_chars"": 40}","{""primary"": ""#000000"", ""bg"": ""#FFFFFF""}",2,5,Use in literary,literaryで使用,Brand conflicts
BK-LIT-0176,Modern Literary Cover,モダン文芸表紙,book,literary,literary,2000-2026,us,Pattern BK-LIT-0176,モダン文芸表紙パターン,chapter_opener,"{""trim_size_mm"": [105, 173], ""bleed_mm"": 3, ""margin_mm"": {""inner"": 15, ""top"": 18, ""outer"": 20, ""bottom"": 24}, ""type_area_mm"": {""x"": 15, ""y"": 18, ""w"": 93, ""h"": 152}, ""columns"": 1, ""gutter_mm"": 0, ""baseline_grid_pt"": 18.0, ""trim_size_name"": ""\u65b0\u66f8\u5224""}","{""primary_face"": ""Hiragino Mincho"", ""size_pt"": 10, ""leading_pt"": 18.0, ""tracking_em"": 0.02, ""measure_chars"": 40}","{""primary"": ""#000000"", ""bg"": ""#FFFFFF""}",2,1,Use in literary,literaryで使用,Brand conflicts
BK-LIT-0177,Poetry Horizontal Layout,詩集横組み,book,literary,literary,2000-2026,eu,Pattern BK-LIT-0177,詩集横組みパターン,body,"{""trim_size_mm"": [105, 173], ""bleed_mm"": 3, ""margin_mm"": {""inner"": 15, ""top"": 18, ""outer"": 20, ""bottom"": 24}, ""type_area_mm"": {""x"": 15, ""y"": 18, ""w"": 93, ""h"": 152}, ""columns"": 1, ""gutter_mm"": 0, ""baseline_grid_pt"": 18.0, ""trim_size_name"": ""\u6587\u5eab\u5224""}","{""primary_face"": ""Hiragino Mincho"", ""size_pt"": 10, ""leading_pt"": 18.0, ""tracking_em"": 0.02, ""measure_chars"": 40}","{""primary"": ""#000000"", ""bg"": ""#FFFFFF""}",2,2,Use in literary,literaryで使用,Brand conflicts
BK-LIT-0178,Classical Serif Body Text,古典的セリフ体本文,book,literary,literary,2000-2026,jp,Pattern BK-LIT-0178,古典的セリフ体本文パターン,columnette,"{""trim_size_mm"": [210, 297], ""bleed_mm"": 3, ""margin_mm"": {""inner"": 15, ""top"": 18, ""outer"": 20, ""bottom"": 24}, ""type_area_mm"": {""x"": 15, ""y"": 18, ""w"": 93, ""h"": 152}, ""columns"": 1, ""gutter_mm"": 0, ""baseline_grid_pt"": 18.0, ""trim_size_name"": ""\u56db\u516d\u5224""}","{""primary_face"": ""Hiragino Mincho"", ""size_pt"": 10, ""leading_pt"": 18.0, ""tracking_em"": 0.02, ""measure_chars"": 40}","{""primary"": ""#000000"", ""bg"": ""#FFFFFF""}",2,3,Use in literary,literaryで使用,Brand conflicts
BK-LIT-0179,Modern Literary Cover,モダン文芸表紙,book,literary,literary,2000-2026,us,Pattern BK-LIT-0179,モダン文芸表紙パターン,colophon,"{""trim_size_mm"": [128, 188], ""bleed_mm"": 3, ""margin_mm"": {""inner"": 15, ""top"": 18, ""outer"": 20, ""bottom"": 24}, ""type_area_mm"": {""x"": 15, ""y"": 18, ""w"": 93, ""h"": 152}, ""columns"": 1, ""gutter_mm"": 0, ""baseline_grid_pt"": 18.0, ""trim_size_name"": ""\u65b0\u66f8\u5224""}","{""primary_face"": ""Hiragino Mincho"", ""size_pt"": 10, ""leading_pt"": 18.0, ""tracking_em"": 0.02, ""measure_chars"": 40}","{""primary"": ""#000000"", ""bg"": ""#FFFFFF""}",2,4,Use in literary,literaryで使用,Brand conflicts
BK-LIT-0180,Poetry Horizontal Layout,詩集横組み,book,literary,literary,2000-2026,eu,Pattern BK-LIT-0180,詩集横組みパターン,index,"{""trim_size_mm"": [128, 188], ""bleed_mm"": 3, ""margin_mm"": {""inner"": 15, ""top"": 18, ""outer"": 20, ""bottom"": 24}, ""type_area_mm"": {""x"": 15, ""y"": 18, ""w"": 93, ""h"": 152}, ""columns"": 1, ""gutter_mm"": 0, ""baseline_grid_pt"": 18.0, ""trim_size_name"": ""\u6587\u5eab\u5224""}","{""primary_face"": ""Hiragino Mincho"", ""size_pt"": 10, ""leading_pt"": 18.0, ""tracking_em"": 0.02, ""measure_chars"": 40}","{""primary"": ""#000000"", ""bg"": ""#FFFFFF""}",2,5,Use in literary,literaryで使用,Brand conflicts
BK-LIT-0181,Classical Serif Body Text,古典的セリフ体本文,book,literary,literary,2000-2026,jp,Pattern BK-LIT-0181,古典的セリフ体本文パターン,cover,"{""trim_size_mm"": [182, 257], ""bleed_mm"": 3, ""margin_mm"": {""inner"": 15, ""top"": 18, ""outer"": 20, ""bottom"": 24}, ""type_area_mm"": {""x"": 15, ""y"": 18, ""w"": 93, ""h"": 152}, ""columns"": 1, ""gutter_mm"": 0, ""baseline_grid_pt"": 18.0, ""trim_size_name"": ""\u56db\u516d\u5224""}","{""primary_face"": ""Hiragino Mincho"", ""size_pt"": 10, ""leading_pt"": 18.0, ""tracking_em"": 0.02, ""measure_chars"": 40}","{""primary"": ""#000000"", ""bg"": ""#FFFFFF""}",2,1,Use in literary,literaryで使用,Brand conflicts
BK-LIT-0182,Modern Literary Cover,モダン文芸表紙,book,literary,literary,2000-2026,us,Pattern BK-LIT-0182,モダン文芸表紙パターン,spine,"{""trim_size_mm"": [210, 297], ""bleed_mm"": 3, ""margin_mm"": {""inner"": 15, ""top"": 18, ""outer"": 20, ""bottom"": 24}, ""type_area_mm"": {""x"": 15, ""y"": 18, ""w"": 93, ""h"": 152}, ""columns"": 1, ""gutter_mm"": 0, ""baseline_grid_pt"": 18.0, ""trim_size_name"": ""\u65b0\u66f8\u5224""}","{""primary_face"": ""Hiragino Mincho"", ""size_pt"": 10, ""leading_pt"": 18.0, ""tracking_em"": 0.02, ""measure_chars"": 40}","{""primary"": ""#000000"", ""bg"": ""#FFFFFF""}",2,2,Use in literary,literaryで使用,Brand conflicts
BK-LIT-0183,Poetry Horizontal Layout,詩集横組み,book,literary,literary,2000-2026,eu,Pattern BK-LIT-0183,詩集横組みパターン,dust_jacket,"{""trim_size_mm"": [128, 188], ""bleed_mm"": 3, ""margin_mm"": {""inner"": 15, ""top"": 18, ""outer"": 20, ""bottom"": 24}, ""type_area_mm"": {""x"": 15, ""y"": 18, ""w"": 93, ""h"": 152}, ""columns"": 1, ""gutter_mm"": 0, ""baseline_grid_pt"": 18.0, ""trim_size_name"": ""\u6587\u5eab\u5224""}","{""primary_face"": ""Hiragino Mincho"", ""size_pt"": 10, ""leading_pt"": 18.0, ""tracking_em"": 0.02, ""measure_chars"": 40}","{""primary"": ""#000000"", ""bg"": ""#FFFFFF""}",2,3,Use in literary,literaryで使用,Brand conflicts
BK-LIT-0184,Classical Serif Body Text,古典的セリフ体本文,book,literary,literary,2000-2026,jp,Pattern BK-LIT-0184,古典的セリフ体本文パターン,endpaper,"{""trim_size_mm"": [182, 257], ""bleed_mm"": 3, ""margin_mm"": {""inner"": 15, ""top"": 18, ""outer"": 20, ""bottom"": 24}, ""type_area_mm"": {""x"": 15, ""y"": 18, ""w"": 93, ""h"": 152}, ""columns"": 1, ""gutter_mm"": 0, ""baseline_grid_pt"": 18.0, ""trim_size_name"": ""\u56db\u516d\u5224""}","{""primary_face"": ""Hiragino Mincho"", ""size_pt"": 10, ""leading_pt"": 18.0, ""tracking_em"": 0.02, ""measure_chars"": 40}","{""primary"": ""#000000"", ""bg"": ""#FFFFFF""}",2,4,Use in literary,literaryで使用,Brand conflicts
BK-LIT-0185,Modern Literary Cover,モダン文芸表紙,book,literary,literary,2000-2026,us,Pattern BK-LIT-0185,モダン文芸表紙パターン,title_page,"{""trim_size_mm"": [210, 297], ""bleed_mm"": 3, ""margin_mm"": {""inner"": 15, ""top"": 18, ""outer"": 20, ""bottom"": 24}, ""type_area_mm"": {""x"": 15, ""y"": 18, ""w"": 93, ""h"": 152}, ""columns"": 1, ""gutter_mm"": 0, ""baseline_grid_pt"": 18.0, ""trim_size_name"": ""\u65b0\u66f8\u5224""}","{""primary_face"": ""Hiragino Mincho"", ""size_pt"": 10, ""leading_pt"": 18.0, ""tracking_em"": 0.02, ""measure_chars"": 40}","{""primary"": ""#000000"", ""bg"": ""#FFFFFF""}",2,5,Use in literary,literaryで使用,Brand conflicts
BK-LIT-0186,Poetry Horizontal Layout,詩集横組み,book,literary,literary,2000-2026,eu,Pattern BK-LIT-0186,詩集横組みパターン,chapter_opener,"{""trim_size_mm"": [182, 257], ""bleed_mm"": 3, ""margin_mm"": {""inner"": 15, ""top"": 18, ""outer"": 20, ""bottom"": 24}, ""type_area_mm"": {""x"": 15, ""y"": 18, ""w"": 93, ""h"": 152}, ""columns"": 1, ""gutter_mm"": 0, ""baseline_grid_pt"": 18.0, ""trim_size_name"": ""\u6587\u5eab\u5224""}","{""primary_face"": ""Hiragino Mincho"", ""size_pt"": 10, ""leading_pt"": 18.0, ""tracking_em"": 0.02, ""measure_chars"": 40}","{""primary"": ""#000000"", ""bg"": ""#FFFFFF""}",2,1,Use in literary,literaryで使用,Brand conflicts
